0x0000 | 0b0000000000000 | 000 | minecraft:air                           | minecraft:air
0x1a70 | 0b1101001110000 | --- | --------------------------------------- | ---
0x1a71 | 0b1101001110001 | --- | --------------------------------------- | ---
0x1a72 | 0b1101001110010 | --- | --------------------------------------- | ---
0x1a73 | 0b1101001110011 | --- | --------------------------------------- | ---
0x1a74 | 0b1101001110100 | --- | --------------------------------------- | ---
0x1a75 | 0b1101001110101 | --- | --------------------------------------- | ---
0x1a76 | 0b1101001110110 | --- | --------------------------------------- | ---
0x1a77 | 0b1101001110111 | --- | --------------------------------------- | ---
0x1a78 | 0b1101001111000 | --- | --------------------------------------- | ---
0x1a79 | 0b1101001111001 | --- | --------------------------------------- | ---
0x1a7a | 0b1101001111010 | --- | --------------------------------------- | ---
0x1a7b | 0b1101001111011 | --- | --------------------------------------- | ---
0x1a7c | 0b1101001111100 | --- | --------------------------------------- | ---
0x1a7d | 0b1101001111101 | --- | --------------------------------------- | ---
0x1a7e | 0b1101001111110 | --- | --------------------------------------- | ---
0x1a7f | 0b1101001111111 | --- | --------------------------------------- | ---
0x1a80 | 0b1101010000000 | --- | --------------------------------------- | ---
0x1a81 | 0b1101010000001 | --- | --------------------------------------- | ---
0x1a82 | 0b1101010000010 | --- | --------------------------------------- | ---
0x1a83 | 0b1101010000011 | --- | --------------------------------------- | ---
0x1a84 | 0b1101010000100 | --- | --------------------------------------- | ---
0x1a85 | 0b1101010000101 | --- | --------------------------------------- | ---
0x1a86 | 0b1101010000110 | --- | --------------------------------------- | ---
0x1a87 | 0b1101010000111 | --- | --------------------------------------- | ---
0x1a88 | 0b1101010001000 | --- | --------------------------------------- | ---
0x1a89 | 0b1101010001001 | --- | --------------------------------------- | ---
0x1a8a | 0b1101010001010 | --- | --------------------------------------- | ---
0x1a8b | 0b1101010001011 | --- | --------------------------------------- | ---
0x1a8c | 0b1101010001100 | --- | --------------------------------------- | ---
0x1a8d | 0b1101010001101 | --- | --------------------------------------- | ---
0x1a8e | 0b1101010001110 | --- | --------------------------------------- | ---
0x1a8f | 0b1101010001111 | --- | --------------------------------------- | ---
0x1a90 | 0b1101010010000 | --- | --------------------------------------- | ---
0x1a91 | 0b1101010010001 | --- | --------------------------------------- | ---
0x1a92 | 0b1101010010010 | --- | --------------------------------------- | ---
0x1a93 | 0b1101010010011 | --- | --------------------------------------- | ---
0x1a94 | 0b1101010010100 | --- | --------------------------------------- | ---
0x1a95 | 0b1101010010101 | --- | --------------------------------------- | ---
0x1a96 | 0b1101010010110 | --- | --------------------------------------- | ---
0x1a97 | 0b1101010010111 | --- | --------------------------------------- | ---
0x1a98 | 0b1101010011000 | --- | --------------------------------------- | ---
0x1a99 | 0b1101010011001 | --- | --------------------------------------- | ---
0x1a9a | 0b1101010011010 | --- | --------------------------------------- | ---
0x1a9b | 0b1101010011011 | --- | --------------------------------------- | ---
0x1a9c | 0b1101010011100 | --- | --------------------------------------- | ---
0x1a9d | 0b1101010011101 | --- | --------------------------------------- | ---
0x1a9e | 0b1101010011110 | --- | --------------------------------------- | ---
0x1a9f | 0b1101010011111 | --- | --------------------------------------- | ---
0x1aa0 | 0b1101010100000 | --- | --------------------------------------- | ---
0x1aa1 | 0b1101010100001 | --- | --------------------------------------- | ---
0x1aa2 | 0b1101010100010 | --- | --------------------------------------- | ---
0x1aa3 | 0b1101010100011 | --- | --------------------------------------- | ---
0x1aa4 | 0b1101010100100 | --- | --------------------------------------- | ---
0x1aa5 | 0b1101010100101 | --- | --------------------------------------- | ---
0x1aa6 | 0b1101010100110 | --- | --------------------------------------- | ---
0x1aa7 | 0b1101010100111 | --- | --------------------------------------- | ---
0x1aa8 | 0b1101010101000 | --- | --------------------------------------- | ---
0x1aa9 | 0b1101010101001 | --- | --------------------------------------- | ---
0x1aaa | 0b1101010101010 | --- | --------------------------------------- | ---
0x1aab | 0b1101010101011 | --- | --------------------------------------- | ---
0x1aac | 0b1101010101100 | --- | --------------------------------------- | ---
0x1aad | 0b1101010101101 | --- | --------------------------------------- | ---
0x1aae | 0b1101010101110 | --- | --------------------------------------- | ---
0x1aaf | 0b1101010101111 | --- | --------------------------------------- | ---
0x1ab0 | 0b1101010110000 | --- | --------------------------------------- | ---
0x1ab1 | 0b1101010110001 | --- | --------------------------------------- | ---
0x1ab2 | 0b1101010110010 | --- | --------------------------------------- | ---
0x1ab3 | 0b1101010110011 | --- | --------------------------------------- | ---
0x1ab4 | 0b1101010110100 | --- | --------------------------------------- | ---
0x1ab5 | 0b1101010110101 | --- | --------------------------------------- | ---
0x1ab6 | 0b1101010110110 | --- | --------------------------------------- | ---
0x1ab7 | 0b1101010110111 | --- | --------------------------------------- | ---
0x1ab8 | 0b1101010111000 | --- | --------------------------------------- | ---
0x1ab9 | 0b1101010111001 | --- | --------------------------------------- | ---
0x1aba | 0b1101010111010 | --- | --------------------------------------- | ---
0x1abb | 0b1101010111011 | --- | --------------------------------------- | ---
0x1abc | 0b1101010111100 | --- | --------------------------------------- | ---
0x1abd | 0b1101010111101 | --- | --------------------------------------- | ---
0x1abe | 0b1101010111110 | --- | --------------------------------------- | ---
0x1abf | 0b1101010111111 | --- | --------------------------------------- | ---
0x1ac0 | 0b1101011000000 | --- | --------------------------------------- | ---
0x1ac1 | 0b1101011000001 | --- | --------------------------------------- | ---
0x1ac2 | 0b1101011000010 | --- | --------------------------------------- | ---
0x1ac3 | 0b1101011000011 | --- | --------------------------------------- | ---
0x1ac4 | 0b1101011000100 | --- | --------------------------------------- | ---
0x1ac5 | 0b1101011000101 | --- | --------------------------------------- | ---
0x1ac6 | 0b1101011000110 | --- | --------------------------------------- | ---
0x1ac7 | 0b1101011000111 | --- | --------------------------------------- | ---
0x1ac8 | 0b1101011001000 | --- | --------------------------------------- | ---
0x1ac9 | 0b1101011001001 | --- | --------------------------------------- | ---
0x1aca | 0b1101011001010 | --- | --------------------------------------- | ---
0x1acb | 0b1101011001011 | --- | --------------------------------------- | ---
0x1acc | 0b1101011001100 | --- | --------------------------------------- | ---
0x1acd | 0b1101011001101 | --- | --------------------------------------- | ---
0x1ace | 0b1101011001110 | --- | --------------------------------------- | ---
0x1acf | 0b1101011001111 | --- | --------------------------------------- | ---
0x1ad0 | 0b1101011010000 | --- | --------------------------------------- | ---
0x1ad1 | 0b1101011010001 | --- | --------------------------------------- | ---
0x1ad2 | 0b1101011010010 | --- | --------------------------------------- | ---
0x1ad3 | 0b1101011010011 | --- | --------------------------------------- | ---
0x1ad4 | 0b1101011010100 | --- | --------------------------------------- | ---
0x1ad5 | 0b1101011010101 | --- | --------------------------------------- | ---
0x1ad6 | 0b1101011010110 | --- | --------------------------------------- | ---
0x1ad7 | 0b1101011010111 | --- | --------------------------------------- | ---
0x1ad8 | 0b1101011011000 | --- | --------------------------------------- | ---
0x1ad9 | 0b1101011011001 | --- | --------------------------------------- | ---
0x1ada | 0b1101011011010 | --- | --------------------------------------- | ---
0x1adb | 0b1101011011011 | --- | --------------------------------------- | ---
0x1adc | 0b1101011011100 | --- | --------------------------------------- | ---
0x1add | 0b1101011011101 | --- | --------------------------------------- | ---
0x1ade | 0b1101011011110 | --- | --------------------------------------- | ---
0x1adf | 0b1101011011111 | --- | --------------------------------------- | ---
0x1ae0 | 0b1101011100000 | --- | --------------------------------------- | ---
0x1ae1 | 0b1101011100001 | --- | --------------------------------------- | ---
0x1ae2 | 0b1101011100010 | --- | --------------------------------------- | ---
0x1ae3 | 0b1101011100011 | --- | --------------------------------------- | ---
0x1ae4 | 0b1101011100100 | --- | --------------------------------------- | ---
0x1ae5 | 0b1101011100101 | --- | --------------------------------------- | ---
0x1ae6 | 0b1101011100110 | --- | --------------------------------------- | ---
0x1ae7 | 0b1101011100111 | --- | --------------------------------------- | ---
0x1ae8 | 0b1101011101000 | --- | --------------------------------------- | ---
0x1ae9 | 0b1101011101001 | --- | --------------------------------------- | ---
0x1aea | 0b1101011101010 | --- | --------------------------------------- | ---
0x1aeb | 0b1101011101011 | --- | --------------------------------------- | ---
0x1aec | 0b1101011101100 | --- | --------------------------------------- | ---
0x1aed | 0b1101011101101 | --- | --------------------------------------- | ---
0x1aee | 0b1101011101110 | --- | --------------------------------------- | ---
0x1aef | 0b1101011101111 | --- | --------------------------------------- | ---
0x1af0 | 0b1101011110000 | --- | --------------------------------------- | ---
0x1af1 | 0b1101011110001 | --- | --------------------------------------- | ---
0x1af2 | 0b1101011110010 | --- | --------------------------------------- | ---
0x1af3 | 0b1101011110011 | --- | --------------------------------------- | ---
0x1af4 | 0b1101011110100 | --- | --------------------------------------- | ---
0x1af5 | 0b1101011110101 | --- | --------------------------------------- | ---
0x1af6 | 0b1101011110110 | --- | --------------------------------------- | ---
0x1af7 | 0b1101011110111 | --- | --------------------------------------- | ---
0x1af8 | 0b1101011111000 | --- | --------------------------------------- | ---
0x1af9 | 0b1101011111001 | --- | --------------------------------------- | ---
0x1afa | 0b1101011111010 | --- | --------------------------------------- | ---
0x1afb | 0b1101011111011 | --- | --------------------------------------- | ---
0x1afc | 0b1101011111100 | --- | --------------------------------------- | ---
0x1afd | 0b1101011111101 | --- | --------------------------------------- | ---
0x1afe | 0b1101011111110 | --- | --------------------------------------- | ---
0x1aff | 0b1101011111111 | --- | --------------------------------------- | ---
0x1b00 | 0b1101100000000 | --- | --------------------------------------- | ---
0x1b01 | 0b1101100000001 | --- | --------------------------------------- | ---
0x1b02 | 0b1101100000010 | --- | --------------------------------------- | ---
0x1b03 | 0b1101100000011 | --- | --------------------------------------- | ---
0x1b04 | 0b1101100000100 | --- | --------------------------------------- | ---
0x1b05 | 0b1101100000101 | --- | --------------------------------------- | ---
0x1b06 | 0b1101100000110 | --- | --------------------------------------- | ---
0x1b07 | 0b1101100000111 | --- | --------------------------------------- | ---
0x1b08 | 0b1101100001000 | --- | --------------------------------------- | ---
0x1b09 | 0b1101100001001 | --- | --------------------------------------- | ---
0x1b0a | 0b1101100001010 | --- | --------------------------------------- | ---
0x1b0b | 0b1101100001011 | --- | --------------------------------------- | ---
0x1b0c | 0b1101100001100 | --- | --------------------------------------- | ---
0x1b0d | 0b1101100001101 | --- | --------------------------------------- | ---
0x1b0e | 0b1101100001110 | --- | --------------------------------------- | ---
0x1b0f | 0b1101100001111 | --- | --------------------------------------- | ---
0x1b10 | 0b1101100010000 | --- | --------------------------------------- | ---
0x1b11 | 0b1101100010001 | --- | --------------------------------------- | ---
0x1b12 | 0b1101100010010 | --- | --------------------------------------- | ---
0x1b13 | 0b1101100010011 | --- | --------------------------------------- | ---
0x1b14 | 0b1101100010100 | --- | --------------------------------------- | ---
0x1b15 | 0b1101100010101 | --- | --------------------------------------- | ---
0x1b16 | 0b1101100010110 | --- | --------------------------------------- | ---
0x1b17 | 0b1101100010111 | --- | --------------------------------------- | ---
0x1b18 | 0b1101100011000 | --- | --------------------------------------- | ---
0x1b19 | 0b1101100011001 | --- | --------------------------------------- | ---
0x1b1a | 0b1101100011010 | --- | --------------------------------------- | ---
0x1b1b | 0b1101100011011 | --- | --------------------------------------- | ---
0x1b1c | 0b1101100011100 | --- | --------------------------------------- | ---
0x1b1d | 0b1101100011101 | --- | --------------------------------------- | ---
0x1b1e | 0b1101100011110 | --- | --------------------------------------- | ---
0x1b1f | 0b1101100011111 | --- | --------------------------------------- | ---
0x1b20 | 0b1101100100000 | --- | --------------------------------------- | ---
0x1b21 | 0b1101100100001 | --- | --------------------------------------- | ---
0x1b22 | 0b1101100100010 | --- | --------------------------------------- | ---
0x1b23 | 0b1101100100011 | --- | --------------------------------------- | ---
0x1b24 | 0b1101100100100 | --- | --------------------------------------- | ---
0x1b25 | 0b1101100100101 | --- | --------------------------------------- | ---
0x1b26 | 0b1101100100110 | --- | --------------------------------------- | ---
0x1b27 | 0b1101100100111 | --- | --------------------------------------- | ---
0x1b28 | 0b1101100101000 | --- | --------------------------------------- | ---
0x1b29 | 0b1101100101001 | --- | --------------------------------------- | ---
0x1b2a | 0b1101100101010 | --- | --------------------------------------- | ---
0x1b2b | 0b1101100101011 | --- | --------------------------------------- | ---
0x1b2c | 0b1101100101100 | --- | --------------------------------------- | ---
0x1b2d | 0b1101100101101 | --- | --------------------------------------- | ---
0x1b2e | 0b1101100101110 | --- | --------------------------------------- | ---
0x1b2f | 0b1101100101111 | --- | --------------------------------------- | ---
0x1b30 | 0b1101100110000 | --- | --------------------------------------- | ---
0x1b31 | 0b1101100110001 | --- | --------------------------------------- | ---
0x1b32 | 0b1101100110010 | --- | --------------------------------------- | ---
0x1b33 | 0b1101100110011 | --- | --------------------------------------- | ---
0x1b34 | 0b1101100110100 | --- | --------------------------------------- | ---
0x1b35 | 0b1101100110101 | --- | --------------------------------------- | ---
0x1b36 | 0b1101100110110 | --- | --------------------------------------- | ---
0x1b37 | 0b1101100110111 | --- | --------------------------------------- | ---
0x1b38 | 0b1101100111000 | --- | --------------------------------------- | ---
0x1b39 | 0b1101100111001 | --- | --------------------------------------- | ---
0x1b3a | 0b1101100111010 | --- | --------------------------------------- | ---
0x1b3b | 0b1101100111011 | --- | --------------------------------------- | ---
0x1b3c | 0b1101100111100 | --- | --------------------------------------- | ---
0x1b3d | 0b1101100111101 | --- | --------------------------------------- | ---
0x1b3e | 0b1101100111110 | --- | --------------------------------------- | ---
0x1b3f | 0b1101100111111 | --- | --------------------------------------- | ---
0x1b40 | 0b1101101000000 | --- | --------------------------------------- | ---
0x1b41 | 0b1101101000001 | --- | --------------------------------------- | ---
0x1b42 | 0b1101101000010 | --- | --------------------------------------- | ---
0x1b43 | 0b1101101000011 | --- | --------------------------------------- | ---
0x1b44 | 0b1101101000100 | --- | --------------------------------------- | ---
0x1b45 | 0b1101101000101 | --- | --------------------------------------- | ---
0x1b46 | 0b1101101000110 | --- | --------------------------------------- | ---
0x1b47 | 0b1101101000111 | --- | --------------------------------------- | ---
0x1b48 | 0b1101101001000 | --- | --------------------------------------- | ---
0x1b49 | 0b1101101001001 | --- | --------------------------------------- | ---
0x1b4a | 0b1101101001010 | --- | --------------------------------------- | ---
0x1b4b | 0b1101101001011 | --- | --------------------------------------- | ---
0x1b4c | 0b1101101001100 | --- | --------------------------------------- | ---
0x1b4d | 0b1101101001101 | --- | --------------------------------------- | ---
0x1b4e | 0b1101101001110 | --- | --------------------------------------- | ---
0x1b4f | 0b1101101001111 | --- | --------------------------------------- | ---
0x1b50 | 0b1101101010000 | --- | --------------------------------------- | ---
0x1b51 | 0b1101101010001 | --- | --------------------------------------- | ---
0x1b52 | 0b1101101010010 | --- | --------------------------------------- | ---
0x1b53 | 0b1101101010011 | --- | --------------------------------------- | ---
0x1b54 | 0b1101101010100 | --- | --------------------------------------- | ---
0x1b55 | 0b1101101010101 | --- | --------------------------------------- | ---
0x1b56 | 0b1101101010110 | --- | --------------------------------------- | ---
0x1b57 | 0b1101101010111 | --- | --------------------------------------- | ---
0x1b58 | 0b1101101011000 | --- | --------------------------------------- | ---
0x1b59 | 0b1101101011001 | --- | --------------------------------------- | ---
0x1b5a | 0b1101101011010 | --- | --------------------------------------- | ---
0x1b5b | 0b1101101011011 | --- | --------------------------------------- | ---
0x1b5c | 0b1101101011100 | --- | --------------------------------------- | ---
0x1b5d | 0b1101101011101 | --- | --------------------------------------- | ---
0x1b5e | 0b1101101011110 | --- | --------------------------------------- | ---
0x1b5f | 0b1101101011111 | --- | --------------------------------------- | ---
0x1b60 | 0b1101101100000 | --- | --------------------------------------- | ---
0x1b61 | 0b1101101100001 | --- | --------------------------------------- | ---
0x1b62 | 0b1101101100010 | --- | --------------------------------------- | ---
0x1b63 | 0b1101101100011 | --- | --------------------------------------- | ---
0x1b64 | 0b1101101100100 | --- | --------------------------------------- | ---
0x1b65 | 0b1101101100101 | --- | --------------------------------------- | ---
0x1b66 | 0b1101101100110 | --- | --------------------------------------- | ---
0x1b67 | 0b1101101100111 | --- | --------------------------------------- | ---
0x1b68 | 0b1101101101000 | --- | --------------------------------------- | ---
0x1b69 | 0b1101101101001 | --- | --------------------------------------- | ---
0x1b6a | 0b1101101101010 | --- | --------------------------------------- | ---
0x1b6b | 0b1101101101011 | --- | --------------------------------------- | ---
0x1b6c | 0b1101101101100 | --- | --------------------------------------- | ---
0x1b6d | 0b1101101101101 | --- | --------------------------------------- | ---
0x1b6e | 0b1101101101110 | --- | --------------------------------------- | ---
0x1b6f | 0b1101101101111 | --- | --------------------------------------- | ---
0x1b70 | 0b1101101110000 | --- | --------------------------------------- | ---
0x1b71 | 0b1101101110001 | --- | --------------------------------------- | ---
0x1b72 | 0b1101101110010 | --- | --------------------------------------- | ---
0x1b73 | 0b1101101110011 | --- | --------------------------------------- | ---
0x1b74 | 0b1101101110100 | --- | --------------------------------------- | ---
0x1b75 | 0b1101101110101 | --- | --------------------------------------- | ---
0x1b76 | 0b1101101110110 | --- | --------------------------------------- | ---
0x1b77 | 0b1101101110111 | --- | --------------------------------------- | ---
0x1b78 | 0b1101101111000 | --- | --------------------------------------- | ---
0x1b79 | 0b1101101111001 | --- | --------------------------------------- | ---
0x1b7a | 0b1101101111010 | --- | --------------------------------------- | ---
0x1b7b | 0b1101101111011 | --- | --------------------------------------- | ---
0x1b7c | 0b1101101111100 | --- | --------------------------------------- | ---
0x1b7d | 0b1101101111101 | --- | --------------------------------------- | ---
0x1b7e | 0b1101101111110 | --- | --------------------------------------- | ---
0x1b7f | 0b1101101111111 | --- | --------------------------------------- | ---
0x1b80 | 0b1101110000000 | --- | --------------------------------------- | ---
0x1b81 | 0b1101110000001 | --- | --------------------------------------- | ---
0x1b82 | 0b1101110000010 | --- | --------------------------------------- | ---
0x1b83 | 0b1101110000011 | --- | --------------------------------------- | ---
0x1b84 | 0b1101110000100 | --- | --------------------------------------- | ---
0x1b85 | 0b1101110000101 | --- | --------------------------------------- | ---
0x1b86 | 0b1101110000110 | --- | --------------------------------------- | ---
0x1b87 | 0b1101110000111 | --- | --------------------------------------- | ---
0x1b88 | 0b1101110001000 | --- | --------------------------------------- | ---
0x1b89 | 0b1101110001001 | --- | --------------------------------------- | ---
0x1b8a | 0b1101110001010 | --- | --------------------------------------- | ---
0x1b8b | 0b1101110001011 | --- | --------------------------------------- | ---
0x1b8c | 0b1101110001100 | --- | --------------------------------------- | ---
0x1b8d | 0b1101110001101 | --- | --------------------------------------- | ---
0x1b8e | 0b1101110001110 | --- | --------------------------------------- | ---
0x1b8f | 0b1101110001111 | --- | --------------------------------------- | ---
0x1b90 | 0b1101110010000 | --- | --------------------------------------- | ---
0x1b91 | 0b1101110010001 | --- | --------------------------------------- | ---
0x1b92 | 0b1101110010010 | --- | --------------------------------------- | ---
0x1b93 | 0b1101110010011 | --- | --------------------------------------- | ---
0x1b94 | 0b1101110010100 | --- | --------------------------------------- | ---
0x1b95 | 0b1101110010101 | --- | --------------------------------------- | ---
0x1b96 | 0b1101110010110 | --- | --------------------------------------- | ---
0x1b97 | 0b1101110010111 | --- | --------------------------------------- | ---
0x1b98 | 0b1101110011000 | --- | --------------------------------------- | ---
0x1b99 | 0b1101110011001 | --- | --------------------------------------- | ---
0x1b9a | 0b1101110011010 | --- | --------------------------------------- | ---
0x1b9b | 0b1101110011011 | --- | --------------------------------------- | ---
0x1b9c | 0b1101110011100 | --- | --------------------------------------- | ---
0x1b9d | 0b1101110011101 | --- | --------------------------------------- | ---
0x1b9e | 0b1101110011110 | --- | --------------------------------------- | ---
0x1b9f | 0b1101110011111 | --- | --------------------------------------- | ---
0x1ba0 | 0b1101110100000 | --- | --------------------------------------- | ---
0x1ba1 | 0b1101110100001 | --- | --------------------------------------- | ---
0x1ba2 | 0b1101110100010 | --- | --------------------------------------- | ---
0x1ba3 | 0b1101110100011 | --- | --------------------------------------- | ---
0x1ba4 | 0b1101110100100 | --- | --------------------------------------- | ---
0x1ba5 | 0b1101110100101 | --- | --------------------------------------- | ---
0x1ba6 | 0b1101110100110 | --- | --------------------------------------- | ---
0x1ba7 | 0b1101110100111 | --- | --------------------------------------- | ---
0x1ba8 | 0b1101110101000 | --- | --------------------------------------- | ---
0x1ba9 | 0b1101110101001 | --- | --------------------------------------- | ---
0x1baa | 0b1101110101010 | --- | --------------------------------------- | ---
0x1bab | 0b1101110101011 | --- | --------------------------------------- | ---
0x1bac | 0b1101110101100 | --- | --------------------------------------- | ---
0x1bad | 0b1101110101101 | --- | --------------------------------------- | ---
0x1bae | 0b1101110101110 | --- | --------------------------------------- | ---
0x1baf | 0b1101110101111 | --- | --------------------------------------- | ---
0x1bb0 | 0b1101110110000 | --- | --------------------------------------- | ---
0x1bb1 | 0b1101110110001 | --- | --------------------------------------- | ---
0x1bb2 | 0b1101110110010 | --- | --------------------------------------- | ---
0x1bb3 | 0b1101110110011 | --- | --------------------------------------- | ---
0x1bb4 | 0b1101110110100 | --- | --------------------------------------- | ---
0x1bb5 | 0b1101110110101 | --- | --------------------------------------- | ---
0x1bb6 | 0b1101110110110 | --- | --------------------------------------- | ---
0x1bb7 | 0b1101110110111 | --- | --------------------------------------- | ---
0x1bb8 | 0b1101110111000 | --- | --------------------------------------- | ---
0x1bb9 | 0b1101110111001 | --- | --------------------------------------- | ---
0x1bba | 0b1101110111010 | --- | --------------------------------------- | ---
0x1bbb | 0b1101110111011 | --- | --------------------------------------- | ---
0x1bbc | 0b1101110111100 | --- | --------------------------------------- | ---
0x1bbd | 0b1101110111101 | --- | --------------------------------------- | ---
0x1bbe | 0b1101110111110 | --- | --------------------------------------- | ---
0x1bbf | 0b1101110111111 | --- | --------------------------------------- | ---
0x1bc0 | 0b1101111000000 | --- | --------------------------------------- | ---
0x1bc1 | 0b1101111000001 | --- | --------------------------------------- | ---
0x1bc2 | 0b1101111000010 | --- | --------------------------------------- | ---
0x1bc3 | 0b1101111000011 | --- | --------------------------------------- | ---
0x1bc4 | 0b1101111000100 | --- | --------------------------------------- | ---
0x1bc5 | 0b1101111000101 | --- | --------------------------------------- | ---
0x1bc6 | 0b1101111000110 | --- | --------------------------------------- | ---
0x1bc7 | 0b1101111000111 | --- | --------------------------------------- | ---
0x1bc8 | 0b1101111001000 | --- | --------------------------------------- | ---
0x1bc9 | 0b1101111001001 | --- | --------------------------------------- | ---
0x1bca | 0b1101111001010 | --- | --------------------------------------- | ---
0x1bcb | 0b1101111001011 | --- | --------------------------------------- | ---
0x1bcc | 0b1101111001100 | --- | --------------------------------------- | ---
0x1bcd | 0b1101111001101 | --- | --------------------------------------- | ---
0x1bce | 0b1101111001110 | --- | --------------------------------------- | ---
0x1bcf | 0b1101111001111 | --- | --------------------------------------- | ---
0x1bd0 | 0b1101111010000 | --- | --------------------------------------- | ---
0x1bd1 | 0b1101111010001 | --- | --------------------------------------- | ---
0x1bd2 | 0b1101111010010 | --- | --------------------------------------- | ---
0x1bd3 | 0b1101111010011 | --- | --------------------------------------- | ---
0x1bd4 | 0b1101111010100 | --- | --------------------------------------- | ---
0x1bd5 | 0b1101111010101 | --- | --------------------------------------- | ---
0x1bd6 | 0b1101111010110 | --- | --------------------------------------- | ---
0x1bd7 | 0b1101111010111 | --- | --------------------------------------- | ---
0x1bd8 | 0b1101111011000 | --- | --------------------------------------- | ---
0x1bd9 | 0b1101111011001 | --- | --------------------------------------- | ---
0x1bda | 0b1101111011010 | --- | --------------------------------------- | ---
0x1bdb | 0b1101111011011 | --- | --------------------------------------- | ---
0x1bdc | 0b1101111011100 | --- | --------------------------------------- | ---
0x1bdd | 0b1101111011101 | --- | --------------------------------------- | ---
0x1bde | 0b1101111011110 | --- | --------------------------------------- | ---
0x1bdf | 0b1101111011111 | --- | --------------------------------------- | ---
0x1be0 | 0b1101111100000 | --- | --------------------------------------- | ---
0x1be1 | 0b1101111100001 | --- | --------------------------------------- | ---
0x1be2 | 0b1101111100010 | --- | --------------------------------------- | ---
0x1be3 | 0b1101111100011 | --- | --------------------------------------- | ---
0x1be4 | 0b1101111100100 | --- | --------------------------------------- | ---
0x1be5 | 0b1101111100101 | --- | --------------------------------------- | ---
0x1be6 | 0b1101111100110 | --- | --------------------------------------- | ---
0x1be7 | 0b1101111100111 | --- | --------------------------------------- | ---
0x1be8 | 0b1101111101000 | --- | --------------------------------------- | ---
0x1be9 | 0b1101111101001 | --- | --------------------------------------- | ---
0x1bea | 0b1101111101010 | --- | --------------------------------------- | ---
0x1beb | 0b1101111101011 | --- | --------------------------------------- | ---
0x1bec | 0b1101111101100 | --- | --------------------------------------- | ---
0x1bed | 0b1101111101101 | --- | --------------------------------------- | ---
0x1bee | 0b1101111101110 | --- | --------------------------------------- | ---
0x1bef | 0b1101111101111 | --- | --------------------------------------- | ---
0x1bf0 | 0b1101111110000 | --- | --------------------------------------- | ---
0x1bf1 | 0b1101111110001 | --- | --------------------------------------- | ---
0x1bf2 | 0b1101111110010 | --- | --------------------------------------- | ---
0x1bf3 | 0b1101111110011 | --- | --------------------------------------- | ---
0x1bf4 | 0b1101111110100 | --- | --------------------------------------- | ---
0x1bf5 | 0b1101111110101 | --- | --------------------------------------- | ---
0x1bf6 | 0b1101111110110 | --- | --------------------------------------- | ---
0x1bf7 | 0b1101111110111 | --- | --------------------------------------- | ---
0x1bf8 | 0b1101111111000 | --- | --------------------------------------- | ---
0x1bf9 | 0b1101111111001 | --- | --------------------------------------- | ---
0x1bfa | 0b1101111111010 | --- | --------------------------------------- | ---
0x1bfb | 0b1101111111011 | --- | --------------------------------------- | ---
0x1bfc | 0b1101111111100 | --- | --------------------------------------- | ---
0x1bfd | 0b1101111111101 | --- | --------------------------------------- | ---
0x1bfe | 0b1101111111110 | --- | --------------------------------------- | ---
0x1bff | 0b1101111111111 | --- | --------------------------------------- | ---
0x1c00 | 0b1110000000000 | --- | --------------------------------------- | ---
0x1c01 | 0b1110000000001 | --- | --------------------------------------- | ---
0x1c02 | 0b1110000000010 | --- | --------------------------------------- | ---
0x1c03 | 0b1110000000011 | --- | --------------------------------------- | ---
0x1c04 | 0b1110000000100 | --- | --------------------------------------- | ---
0x1c05 | 0b1110000000101 | --- | --------------------------------------- | ---
0x1c06 | 0b1110000000110 | --- | --------------------------------------- | ---
0x1c07 | 0b1110000000111 | --- | --------------------------------------- | ---
0x1c08 | 0b1110000001000 | --- | --------------------------------------- | ---
0x1c09 | 0b1110000001001 | --- | --------------------------------------- | ---
0x1c0a | 0b1110000001010 | --- | --------------------------------------- | ---
0x1c0b | 0b1110000001011 | --- | --------------------------------------- | ---
0x1c0c | 0b1110000001100 | --- | --------------------------------------- | ---
0x1c0d | 0b1110000001101 | --- | --------------------------------------- | ---
0x1c0e | 0b1110000001110 | --- | --------------------------------------- | ---
0x1c0f | 0b1110000001111 | --- | --------------------------------------- | ---
0x1c10 | 0b1110000010000 | --- | --------------------------------------- | ---
0x1c11 | 0b1110000010001 | --- | --------------------------------------- | ---
0x1c12 | 0b1110000010010 | --- | --------------------------------------- | ---
0x1c13 | 0b1110000010011 | --- | --------------------------------------- | ---
0x1c14 | 0b1110000010100 | --- | --------------------------------------- | ---
0x1c15 | 0b1110000010101 | --- | --------------------------------------- | ---
0x1c16 | 0b1110000010110 | --- | --------------------------------------- | ---
0x1c17 | 0b1110000010111 | --- | --------------------------------------- | ---
0x1c18 | 0b1110000011000 | --- | --------------------------------------- | ---
0x1c19 | 0b1110000011001 | --- | --------------------------------------- | ---
0x1c1a | 0b1110000011010 | --- | --------------------------------------- | ---
0x1c1b | 0b1110000011011 | --- | --------------------------------------- | ---
0x1c1c | 0b1110000011100 | --- | --------------------------------------- | ---
0x1c1d | 0b1110000011101 | --- | --------------------------------------- | ---
0x1c1e | 0b1110000011110 | --- | --------------------------------------- | ---
0x1c1f | 0b1110000011111 | --- | --------------------------------------- | ---
0x1c20 | 0b1110000100000 | --- | --------------------------------------- | ---
0x1c21 | 0b1110000100001 | --- | --------------------------------------- | ---
